build,computer.platform,date,time,subjectid,session,blockcode,blocknum,trialcode,trialnum,phase1BlockCount,phase3BlockCount,phase,N,stimulusitem1,stimulusnumber1,currenttarget,response,correct,latency,N1_x,level1Reward,levelXReward,selectedN,RoundWinAmount,TotalWinAmount,adjust_N2_1,mentaldemand,physicaldemand,temporaldemand,performance,effort,frustration,newID
6.4.0,win,3/10/21,12:06:50,59,1,CognitiveEffortDiscounting,15,CogED_N3_1,96,4,0,2,3,blackframe.png,1,NA,16,0,664,25pct,1.0625,2,1,0,0,0.0625,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,CognitiveEffortDiscounting,15,CogED_N2_2,98,4,0,2,2,blackframe.png,1,NA,16,0,749,25pct,2.25,3,1,0,0,0.0625,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,CognitiveEffortDiscounting,15,CogED_N4_1,101,4,0,2,4,blackframe.png,1,NA,16,0,790,25pct,0.25,2,1,0,0,0.0625,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,CognitiveEffortDiscounting,15,CogED_N2_1,104,4,0,2,2,blackframe.png,1,NA,25,0,757,75pct,0.6875,2,1,0,0,0.03125,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,CognitiveEffortDiscounting,15,CogED_N4_1,106,4,0,2,4,blackframe.png,1,NA,16,0,741,25pct,0.125,2,1,0,0,0.03125,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,CognitiveEffortDiscounting,15,CogED_N2_2,109,4,0,2,2,blackframe.png,1,NA,25,0,669,75pct,1.875,3,1,0,0,0.03125,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,CognitiveEffortDiscounting,15,CogED_N4_2,111,4,0,2,4,blackframe.png,1,NA,25,0,720,75pct,1.3125,3,1,0,0,0.03125,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,CognitiveEffortDiscounting,15,CogED_N4_3,113,4,0,2,4,blackframe.png,1,NA,25,0,696,75pct,0.25,4,1,0,0,0.03125,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,CognitiveEffortDiscounting,15,CogED_N4_1,116,4,0,2,4,blackframe.png,1,NA,16,0,852,25pct,0.0625,2,1,0,0,0.03125,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,CognitiveEffortDiscounting,15,CogED_N2_2,118,4,0,2,2,blackframe.png,1,NA,25,0,623,75pct,1.6875,3,1,0,0,0.03125,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,CognitiveEffortDiscounting,15,CogED_N3_3,121,4,0,2,3,blackframe.png,1,NA,25,0,746,75pct,0.25,4,1,0,0,0.03125,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,CognitiveEffortDiscounting,15,CogED_N2_3,123,4,0,2,2,blackframe.png,1,NA,16,0,557,25pct,4,3.75,1,0,0,0.03125,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,CognitiveEffortDiscounting,15,CogED_N3_3,125,4,0,2,3,blackframe.png,1,NA,25,0,564,75pct,0.125,4,1,0,0,0.03125,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,CognitiveEffortDiscounting,15,CogED_N3_2,127,4,0,2,3,blackframe.png,1,NA,16,0,591,25pct,1.3125,3,1,0,0,0.03125,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,CognitiveEffortDiscounting,15,CogED_N2_3,132,4,0,2,2,blackframe.png,1,NA,25,0,570,75pct,4,3.875,1,0,0,0.03125,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,CognitiveEffortDiscounting,15,CogED_N2_2,134,4,0,2,2,blackframe.png,1,NA,25,0,713,75pct,1.59375,3,1,0,0,0.03125,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,CognitiveEffortDiscounting,15,CogED_N4_2,136,4,0,2,4,blackframe.png,1,NA,25,0,631,75pct,1.21875,3,1,0,0,0.03125,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,CognitiveEffortDiscounting,15,CogED_N4_3,138,4,0,2,4,blackframe.png,1,NA,16,0,786,25pct,0.125,4,1,0,0,0.03125,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,CognitiveEffortDiscounting,15,CogED_N3_2,140,4,0,2,3,blackframe.png,1,NA,25,0,513,75pct,1.21875,3,1,0,0,0.03125,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,phase3,17,start,3,4,1,3,1,,1,0,37,1,799,,NA,NA,NA,0.0625,0,0.03125,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,phase3,17,nontarget,5,4,1,3,1,X,19,5,37,1,529,,NA,NA,NA,0.0625,0,0.03125,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,phase3,17,target,7,4,1,3,1,X,19,19,31,1,663,,NA,NA,NA,0.0625,0,0.03125,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,phase3,17,nontarget,9,4,1,3,1,G,5,19,37,1,918,,NA,NA,NA,0.0625,0,0.03125,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,phase3,17,nontarget,11,4,1,3,1,S,15,5,37,1,853,,NA,NA,NA,0.0625,0,0.03125,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,phase3,17,nontarget,13,4,1,3,1,D,3,15,37,1,555,,NA,NA,NA,0.0625,0,0.03125,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,phase3,17,target,15,4,1,3,1,D,3,3,31,1,613,,NA,NA,NA,0.0625,0,0.03125,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,phase3,17,target,17,4,1,3,1,D,3,3,31,1,844,,NA,NA,NA,0.0625,0,0.03125,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,phase3,17,nontarget,19,4,1,3,1,Z,20,3,37,1,518,,NA,NA,NA,0.0625,0,0.03125,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,phase3,17,nontarget,21,4,1,3,1,S,15,20,37,1,882,,NA,NA,NA,0.0625,0,0.03125,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,phase3,17,nontarget,23,4,1,3,1,T,16,15,37,1,593,,NA,NA,NA,0.0625,0,0.03125,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,phase3,17,nontarget,25,4,1,3,1,Z,20,16,37,1,1660,,NA,NA,NA,0.0625,0,0.03125,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,phase3,17,nontarget,27,4,1,3,1,W,18,20,37,1,765,,NA,NA,NA,0.0625,0,0.03125,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,phase3,17,nontarget,29,4,1,3,1,H,6,18,37,1,518,,NA,NA,NA,0.0625,0,0.03125,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,phase3,17,nontarget,31,4,1,3,1,J,7,6,37,1,446,,NA,NA,NA,0.0625,0,0.03125,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,phase3,17,nontarget,33,4,1,3,1,D,3,7,37,1,489,,NA,NA,NA,0.0625,0,0.03125,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,phase3,17,target,35,4,1,3,1,D,3,3,31,1,538,,NA,NA,NA,0.0625,0,0.03125,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,phase3,17,nontarget,37,4,1,3,1,W,18,3,37,1,625,,NA,NA,NA,0.0625,0,0.03125,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,phase3,17,nontarget,39,4,1,3,1,G,5,18,37,1,508,,NA,NA,NA,0.0625,0,0.03125,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,phase3,17,target,41,4,1,3,1,G,5,5,31,1,484,,NA,NA,NA,0.0625,0,0.03125,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,phase3,17,nontarget,43,4,1,3,1,H,6,5,37,1,584,,NA,NA,NA,0.0625,0,0.03125,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:06:50,59,1,finish,18,finish,1,4,1,3,1,Thank you!,1,5,57,0,1657,,NA,NA,NA,0.0625,0.0625,0.03125,NA,NA,NA,NA,NA,NA,59
6.4.0,win,3/10/21,12:18:48,57,1,1back,2,start,3,1,0,1,1,,1,0,0,0,2000,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,57
6.4.0,win,3/10/21,12:18:48,57,1,1back,2,nontarget,5,1,0,1,1,B,1,16,0,0,2000,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,57
6.4.0,win,3/10/21,12:18:48,57,1,1back,2,nontarget,7,1,0,1,1,X,19,1,0,0,2000,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,57
6.4.0,win,3/10/21,12:18:48,57,1,1back,2,target,9,1,0,1,1,X,19,19,37,0,698,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,57
6.4.0,win,3/10/21,12:18:48,57,1,1back,2,nontarget,11,1,0,1,1,R,14,19,37,1,1820,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,57
6.4.0,win,3/10/21,12:18:48,57,1,1back,2,target,13,1,0,1,1,R,14,14,0,0,2000,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,57
6.4.0,win,3/10/21,12:18:48,57,1,1back,2,nontarget,15,1,0,1,1,T,16,14,31,0,1304,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,57
6.4.0,win,3/10/21,12:18:48,57,1,1back,2,nontarget,17,1,0,1,1,P,12,16,31,0,627,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,57
6.4.0,win,3/10/21,12:18:48,57,1,1back,2,nontarget,19,1,0,1,1,Z,20,12,37,1,1056,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,57
6.4.0,win,3/10/21,12:18:48,57,1,1back,2,nontarget,21,1,0,1,1,K,8,20,37,1,1001,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,57
6.4.0,win,3/10/21,12:18:48,57,1,1back,2,nontarget,23,1,0,1,1,T,16,8,31,0,1628,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,57
6.4.0,win,3/10/21,12:18:48,57,1,1back,2,nontarget,25,1,0,1,1,H,6,16,31,0,976,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,57
6.4.0,win,3/10/21,12:18:48,57,1,1back,2,nontarget,27,1,0,1,1,P,12,6,31,0,1278,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,57
6.4.0,win,3/10/21,12:18:48,57,1,1back,2,target,29,1,0,1,1,P,12,12,31,1,1617,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,57
6.4.0,win,3/10/21,12:18:48,57,1,1back,2,nontarget,31,1,0,1,1,F,4,12,31,0,1756,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,57
6.4.0,win,3/10/21,12:18:48,57,1,1back,2,target,33,1,0,1,1,F,4,4,31,1,1101,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,57
6.4.0,win,3/10/21,12:18:48,57,1,1back,2,nontarget,35,1,0,1,1,K,8,4,37,1,1142,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,57
6.4.0,win,3/10/21,12:18:48,57,1,1back,2,nontarget,37,1,0,1,1,D,3,8,37,1,1309,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,57
6.4.0,win,3/10/21,12:18:48,57,1,1back,2,target,39,1,0,1,1,D,3,3,37,0,809,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,57
6.4.0,win,3/10/21,12:18:48,57,1,1back,2,nontarget,41,1,0,1,1,P,12,3,31,0,654,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,57
6.4.0,win,3/10/21,12:18:48,57,1,1back,2,nontarget,43,1,0,1,1,F,4,12,31,0,1034,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,57
6.4.0,win,3/10/21,12:18:48,57,1,ratingSummary,4,ratingSummary,1,1,0,1,1,0,0,NA,0,0,0,25pct,NA,NA,NA,0,0,0,18,7,17,11,10,11,57
6.4.0,win,3/10/21,12:18:48,57,1,2back,5,start,3,2,0,1,2,,1,0,37,1,1347,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,57
6.4.0,win,3/10/21,12:18:48,57,1,2back,5,start,4,2,0,1,2,,1,0,37,1,1067,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,57
6.4.0,win,3/10/21,12:18:48,57,1,2back,5,nontarget,6,2,0,1,2,Z,20,15,37,1,1355,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,57
6.4.0,win,3/10/21,12:18:48,57,1,2back,5,nontarget,8,2,0,1,2,W,18,12,37,1,1080,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,57
6.4.0,win,3/10/21,12:18:48,57,1,2back,5,nontarget,10,2,0,1,2,M,10,20,37,1,1469,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,57
6.4.0,win,3/10/21,12:18:48,57,1,2back,5,nontarget,12,2,0,1,2,D,3,18,37,1,1945,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,57
6.4.0,win,3/10/21,12:18:48,57,1,2back,5,nontarget,14,2,0,1,2,N,11,10,0,0,2000,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,57
6.4.0,win,3/10/21,12:18:48,57,1,2back,5,target,16,2,0,1,2,D,3,3,31,1,1051,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,57
6.4.0,win,3/10/21,12:18:48,57,1,2back,5,target,18,2,0,1,2,N,11,11,0,0,2000,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,57
6.4.0,win,3/10/21,12:18:48,57,1,2back,5,target,20,2,0,1,2,D,3,3,31,1,1201,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,57
6.4.0,win,3/10/21,12:18:48,57,1,2back,5,nontarget,22,2,0,1,2,K,8,11,37,1,1693,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,57
6.4.0,win,3/10/21,12:18:48,57,1,2back,5,nontarget,24,2,0,1,2,L,9,3,37,1,1112,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,57
6.4.0,win,3/10/21,12:18:48,57,1,2back,5,nontarget,26,2,0,1,2,V,17,8,37,1,1067,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,57
6.4.0,win,3/10/21,12:18:48,57,1,2back,5,nontarget,28,2,0,1,2,V,17,9,37,1,1006,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,57
6.4.0,win,3/10/21,12:18:48,57,1,2back,5,nontarget,30,2,0,1,2,D,3,17,31,0,781,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,57
6.4.0,win,3/10/21,12:18:48,57,1,2back,5,nontarget,32,2,0,1,2,G,5,17,31,0,811,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,57
6.4.0,win,3/10/21,12:18:48,57,1,2back,5,nontarget,34,2,0,1,2,V,17,3,37,1,720,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,57
6.4.0,win,3/10/21,12:18:48,57,1,2back,5,target,36,2,0,1,2,G,5,5,0,0,2000,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,57
6.4.0,win,3/10/21,12:18:48,57,1,2back,5,nontarget,38,2,0,1,2,M,10,17,37,1,1640,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,57
6.4.0,win,3/10/21,12:18:48,57,1,2back,5,target,40,2,0,1,2,G,5,5,37,0,1246,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,57
6.4.0,win,3/10/21,12:18:48,57,1,2back,5,nontarget,42,2,0,1,2,H,6,10,0,0,2000,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,57
6.4.0,win,3/10/21,12:18:48,57,1,2back,5,nontarget,44,2,0,1,2,X,19,5,37,1,931,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,57
6.4.0,win,3/10/21,12:18:48,57,1,ratingSummary,7,ratingSummary,1,2,0,1,2,0,0,NA,0,0,0,25pct,NA,NA,NA,0,0,0,16,15,16,16,17,16,57
6.4.0,win,3/10/21,12:18:48,57,1,3back,8,start,3,3,0,1,3,,1,0,0,0,2000,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,57
6.4.0,win,3/10/21,12:18:48,57,1,3back,8,start,4,3,0,1,3,,1,0,37,1,1179,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,57
6.4.0,win,3/10/21,12:18:48,57,1,3back,8,start,5,3,0,1,3,,1,0,37,1,882,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,57
6.4.0,win,3/10/21,12:18:48,57,1,3back,8,nontarget,7,3,0,1,3,S,15,3,0,0,2000,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,57
6.4.0,win,3/10/21,12:18:48,57,1,3back,8,nontarget,9,3,0,1,3,G,5,3,37,1,802,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,57
6.4.0,win,3/10/21,12:18:48,57,1,3back,8,nontarget,11,3,0,1,3,B,1,9,31,0,1189,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,57
6.4.0,win,3/10/21,12:18:48,57,1,3back,8,target,13,3,0,1,3,S,15,15,37,0,909,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,57
6.4.0,win,3/10/21,12:18:48,57,1,3back,8,target,15,3,0,1,3,G,5,5,37,0,1066,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,57
6.4.0,win,3/10/21,12:18:48,57,1,3back,8,nontarget,17,3,0,1,3,G,5,1,37,1,900,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,57
6.4.0,win,3/10/21,12:18:48,57,1,3back,8,nontarget,19,3,0,1,3,Z,20,15,37,1,1470,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,57
6.4.0,win,3/10/21,12:18:48,57,1,3back,8,nontarget,21,3,0,1,3,H,6,5,37,1,1193,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,57
6.4.0,win,3/10/21,12:18:48,57,1,3back,8,nontarget,23,3,0,1,3,T,16,5,37,1,1231,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,57
6.4.0,win,3/10/21,12:18:48,57,1,3back,8,nontarget,25,3,0,1,3,F,4,20,0,0,2000,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,57
6.4.0,win,3/10/21,12:18:48,57,1,3back,8,nontarget,27,3,0,1,3,B,1,6,31,0,975,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,57
6.4.0,win,3/10/21,12:18:48,57,1,3back,8,target,29,3,0,1,3,T,16,16,37,0,775,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,57
6.4.0,win,3/10/21,12:18:48,57,1,3back,8,target,31,3,0,1,3,F,4,4,31,1,1151,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,57
6.4.0,win,3/10/21,12:18:48,57,1,3back,8,nontarget,33,3,0,1,3,C,2,1,31,0,911,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,57
6.4.0,win,3/10/21,12:18:48,57,1,3back,8,nontarget,35,3,0,1,3,R,14,16,37,1,712,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,57
6.4.0,win,3/10/21,12:18:48,57,1,3back,8,nontarget,37,3,0,1,3,L,9,4,37,1,905,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,57
6.4.0,win,3/10/21,12:18:48,57,1,3back,8,nontarget,39,3,0,1,3,Q,13,2,31,0,1236,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,57
6.4.0,win,3/10/21,12:18:48,57,1,3back,8,target,41,3,0,1,3,R,14,14,37,0,1203,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,57
6.4.0,win,3/10/21,12:18:48,57,1,3back,8,nontarget,43,3,0,1,3,D,3,9,31,0,1201,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,57
6.4.0,win,3/10/21,12:18:48,57,1,3back,8,nontarget,45,3,0,1,3,K,8,13,31,0,1182,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,57
6.4.0,win,3/10/21,12:18:48,57,1,ratingSummary,10,ratingSummary,1,3,0,1,3,0,0,NA,0,0,0,25pct,NA,NA,NA,0,0,0,14,16,15,15,15,9,57
6.4.0,win,3/10/21,12:18:48,57,1,4back,11,start,3,4,0,1,4,,1,0,37,1,1115,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,57
6.4.0,win,3/10/21,12:18:48,57,1,4back,11,start,4,4,0,1,4,,1,0,31,0,940,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,57
6.4.0,win,3/10/21,12:18:48,57,1,4back,11,start,5,4,0,1,4,,1,0,37,1,821,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,57
6.4.0,win,3/10/21,12:18:48,57,1,4back,11,start,6,4,0,1,4,,1,0,31,0,717,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,57
6.4.0,win,3/10/21,12:18:48,57,1,4back,11,nontarget,8,4,0,1,4,P,12,5,37,1,653,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,57
6.4.0,win,3/10/21,12:18:48,57,1,4back,11,nontarget,10,4,0,1,4,G,5,3,37,1,762,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,57
6.4.0,win,3/10/21,12:18:48,57,1,4back,11,nontarget,12,4,0,1,4,H,6,14,37,1,745,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,57
6.4.0,win,3/10/21,12:18:48,57,1,4back,11,nontarget,14,4,0,1,4,J,7,4,31,0,1171,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,57
6.4.0,win,3/10/21,12:18:48,57,1,4back,11,nontarget,16,4,0,1,4,X,19,12,37,1,742,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,57
6.4.0,win,3/10/21,12:18:48,57,1,4back,11,nontarget,18,4,0,1,4,V,17,5,31,0,935,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,57
6.4.0,win,3/10/21,12:18:48,57,1,4back,11,nontarget,20,4,0,1,4,K,8,6,37,1,765,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,57
6.4.0,win,3/10/21,12:18:48,57,1,4back,11,nontarget,22,4,0,1,4,D,3,7,31,0,1013,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,57
6.4.0,win,3/10/21,12:18:48,57,1,4back,11,nontarget,24,4,0,1,4,B,1,19,37,1,952,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,57
6.4.0,win,3/10/21,12:18:48,57,1,4back,11,target,26,4,0,1,4,V,17,17,37,0,951,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,57
6.4.0,win,3/10/21,12:18:48,57,1,4back,11,target,28,4,0,1,4,K,8,8,37,0,898,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,57
6.4.0,win,3/10/21,12:18:48,57,1,4back,11,nontarget,30,4,0,1,4,T,16,3,31,0,901,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,57
6.4.0,win,3/10/21,12:18:48,57,1,4back,11,nontarget,32,4,0,1,4,T,16,1,31,0,880,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,57
6.4.0,win,3/10/21,12:18:48,57,1,4back,11,target,34,4,0,1,4,V,17,17,31,1,1014,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,57
6.4.0,win,3/10/21,12:18:48,57,1,4back,11,target,36,4,0,1,4,K,8,8,31,1,196,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,57
6.4.0,win,3/10/21,12:18:48,57,1,4back,11,nontarget,38,4,0,1,4,W,18,16,37,1,1246,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,57
6.4.0,win,3/10/21,12:18:48,57,1,4back,11,nontarget,40,4,0,1,4,K,8,16,31,0,588,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,57
6.4.0,win,3/10/21,12:18:48,57,1,4back,11,target,42,4,0,1,4,V,17,17,31,1,916,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,57
6.4.0,win,3/10/21,12:18:48,57,1,4back,11,nontarget,44,4,0,1,4,Z,20,8,37,1,815,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,57
6.4.0,win,3/10/21,12:18:48,57,1,4back,11,nontarget,46,4,0,1,4,Z,20,18,37,1,878,25pct,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,57
6.4.0,win,3/10/21,12:18:48,57,1,ratingSummary,13,ratingSummary,1,4,0,1,4,0,0,NA,0,0,0,25pct,NA,NA,NA,0,0,0,17,16,16,16,15,9,57
6.4.0,win,3/10/21,12:18:48,57,1,CognitiveEffortDiscounting_Practice,14,CogED_practice,1,4,0,2,2,blackframe.png,1,NA,16,0,4059,75pct,2,2,2,0,0,0,NA,NA,NA,NA,NA,NA,57
6.4.0,win,3/10/21,12:18:48,57,1,CognitiveEffortDiscounting_Practice,14,CogED_practice,3,4,0,2,2,blackframe.png,1,NA,25,0,8674,25pct,2,1,2,0,0,0,NA,NA,NA,NA,NA,NA,57
6.4.0,win,3/10/21,12:18:48,57,1,CognitiveEffortDiscounting_Practice,14,CogED_practice,5,4,0,2,2,blackframe.png,1,NA,25,0,5691,75pct,2,0.5,1,0,0,0,NA,NA,NA,NA,NA,NA,57
6.4.0,win,3/10/21,12:18:48,57,1,CognitiveEffortDiscounting_Practice,14,CogED_practice,7,4,0,2,2,blackframe.png,1,NA,16,0,2811,25pct,2,0.75,1,0,0,0,NA,NA,NA,NA,NA,NA,57
